数据挖掘,"['Python', 'SQL', '数学/统计相关专业']",25-50K,硕士,北京
人工智能数据工程师,"['C++', 'Python', '视觉图像算法', '图像处理', '图像分析']",120-180元/天,本科,深圳
人工智能算法工程师,"['Python', '计算机相关专业', '机器学习算法/工程化经验', '', '', '', '']",20-40K,本科,成都
人工智能算法工程师,"['语音/图像识别', '智能驾驶', 'Python', 'OpenCV', '']",20-21K,本科,北京
人工智能算法工程师,"['CNN', 'TensorFlow', 'PyTorch', 'Caffe', 'Keras']",6-10K,本科,绍兴
人工智能算法工程师,"['自然语言处理', '推荐算法']",12-18K·13薪,本科,西安
工业人工智能技术专家,"['人工智能', 'AI算法']",25-45K,本科,上海
人工智能编辑实习生,"['兼职工作', '英语计算机教育科技', '工业科学医疗金融装修', '']",150-200元/天,本科,北京
人工智能研发工程师,"['深度学习算法', '视觉图像算法', 'Python', 'Java', '人工智能', '', '', '']",6-11K,硕士,烟台
人工智能应用工程师,"['C++', '计算机相关专业', '游戏开发']",10-15K,大专,北京
人工智能算法工程师,"['搜索/推荐', '语音/图像识别', 'TensorFlow/PyTorch', '']",85-90元/时,硕士,北京
新型人工智能平台FPGA研究专员,"['Verilog', 'VHDL', 'Vivado']",20-35K·15薪,博士,杭州
人工智能销售,"['电话销售', '五险一金', '年终奖', '面销/陌拜', '软件/企业服务产品', '', '', '', '', '']",12-24K,大专,北京
人工智能老师,"['智能驾驶', '语音/图像识别', 'Python', '计算机相关专业']",13-18K,硕士,承德
人工智能基地活动策划,"['教育培训', '策划']",4-6K,大专,石家庄
人工智能算法工程师,"['C++', 'Python', '算法设计', '深度学习算法', 'TensorFlow', '']",8-13K,本科,成都
【人工智能】模型训练工程师,"['NLP', 'C/C++', '后台/服务器']",20-40K,硕士,北京
人工智能算法工程师,"['算法基础', '软件工程师', 'Linux', 'Windows', 'SQLite', 'python']",4-9K,大专,济南
人工智能开发工程师,"['语音/图像识别', 'C/C++', 'TensorFlow/PyTorch', 'OpenCV']",18-25K,硕士,成都
青年博士后(人工智能+金融),['业务导向/研究导向'],30-45K·14薪,博士,宁波
人工智能项目部助理,"['电商/零售项目', '项目助理']",3-4K,大专,娄底
人工智能算法工程师,"['C/C++', 'OpenCV', '机器学习算法/工程化经验', '', '', '', '', '']",11-22K,硕士,昆明
人工智能软件系统工程师,['计算架构 异构计算 人工智能 类脑计算'],15-30K·13薪,大专,深圳
人工智能数字广告营销（招代理）,['兼职'],3-4K,学历不限,随州
人工智能工程师,"['深度学习算法', '自然语言处理', '视觉图像算法', '人脸识别']",12-19K,本科,深圳
人工智能应用实习工程师,"['后端', '机器学习/算法工程', 'Python', 'C/C++', 'PyTorch', '', '', '']",150-200元/天,本科,上海
CTO(医疗人工智能大数据方向),"['分布式技术', '数据结构', '多线程', '微服务架构', '多进程']",80-110K·14薪,博士,上海
人工智能与智能制造工程师,"['自动化测试', 'Java', 'C/C++']",15-30K·15薪,本科,北京
人工智能专任教师,['教师'],8-10K·13薪,硕士,马鞍山
兼职人工智能--课程视频兼职讲师,"['Python', 'python爬虫', '机器学习']",15-16K,本科,广州
人工智能算法工程师（AIGC）,"['机器学习算法/工程化经验', '深度学习经验', '图像生成', '', '']",40-60K·15薪,本科,北京
保险风险人工智能岗,"['风险管理研究', '精算评估及相应分析工作', '互联网金融', '', '', '', '']",15-20K,硕士,北京
人工智能算法工程师,"['业务导向', '语音/图像识别', 'TensorFlow/PyTorch', '', '', '', '']",30-50K·15薪,硕士,北京
人工智能研发工程师,"['深度学习算法', '视觉图像算法', 'Python', 'C语言', '人工智能', '', '', '']",14-28K·13薪,硕士,上海
人工智能算法工程师,"['Tensorflow', '机器学习', 'Caffe']",30-50K,硕士,北京
人工智能算法工程师,['Java'],15-25K,本科,晋城
人工智能驱动科学计算见习研究员,"['生物医疗', 'C/C++', 'Python', 'TensorFlow/PyTorch']",300-350元/天,硕士,上海
人工智能-NLP知识图谱工程师,"['Python', 'Word2vec', 'PyTorch']",20-30K,本科,天津
课程顾问+人工智能+月入过万,"['小学教育', 'K12销售经验', '高中教育', '初中教育']",10-15K,大专,阳江
互联网人工智能软件开发,"['视觉图像算法', '自然语言处理', 'Python', 'Java', 'C语言', 'Perl', '', '']",9-14K,学历不限,重庆
人工智能与系统控制方向博士后,"['研究导向', '云计算', '智能驾驶', 'C/C++', '数学/统计相关专业', '', '']",30-50K,博士,重庆
人工智能训练师,"['全职工作', '标注结果整理', '数据标注', '标注数据分析', '', '', '', '', '', '', '', '', '', '', '']",3-4K,大专,朝阳
兼职讲师(人工智能),"['人工智能产品', '智能硬件产品']",25-50K,硕士,北京
人工智能标注师,['Java'],3-5K,大专,太原
人工智能产品经理,"['平台产品', '人工智能产品', '移动端产品', '智能硬件产品', '', '']",5-6K·14薪,高中,绍兴
人工智能技术总监,"['服务器配置', '网络交换技术']",9-12K,本科,武汉
人工智能项目经理,"['企业内部技术项目管理', '计算机相关专业', '软件研发经验', '', '', '', '']",40-70K,硕士,南京
人工智能数据标注师,"['全职工作', '数据标注', '标注数据分析', '图片标注', '文本标注', '', '', '', '', '']",4-8K,高中,汉中
人工智能算法工程师-初级（实习）,"['自然语言处理', '深度学习算法', '机器学习算法', 'TensorFlow', '', '']",4-7K,本科,北京
专利分析工程师（人工智能方向）,['专利代理资格'],15-20K,本科,深圳
K12教育人工智能夏令营负责人,"['教务管理', '辅导员', '教学管理']",8-10K,本科,福州
人工智能大数据工程师（nlp、解析方向）,"['Python', 'SQL', 'Scala', 'HIVE', 'Spark', 'Hadoop', 'Hbase', '']",25-35K·14薪,本科,上海
竞赛老师（机器人/人工智能）,"['线下教育', '线上教育', '大学/大专生', '竞赛']",7-9K,本科,杭州
人工智能算法工程师,"['视觉图像算法', 'TensorFlow', 'PyTorch', 'UNET', 'MASKRCNN', '', '', '']",12-20K,本科,成都
人工智能算法研究员,"['深度学习算法', '视觉图像算法', '强化学习', '人工智能', '']",11-18K,本科,深圳
人工智能算法工程师,"['Python', 'Java', 'TensorFlow', 'PyTorch', '视觉图像算法', '', '', '']",12-24K,本科,北京
大数据/人工智能讲师,"['教务行政', '教研', '学科带头人', '大学教育', '教学管理']",8-13K,本科,乌鲁木齐
交通行业销售经理（人工智能芯片）,"['企业（To B）', '对企业/机构（To B）销售经验', 'AI 芯片']",20-40K,本科,北京
人工智能教育技术支持（周末双休）,"['售前技术支持经验', '计算机/通信相关专业', '院校', '高职']",10-14K,本科,广州
专利代理人（半导体、软件、人工智能领域）,['专利代理人'],18-28K,本科,上海
C++编程人工智能老师4k-7k+双休+朝九晚五,"['C/C++', 'scratch', '搜索算法']",4-5K,大专,成都
人工智能教培连锁品牌全国市场运营经理,"['运营经理', '运营总监', '销售运营', '活动运营', '教育类', '']",7-12K,大专,南宁
人工智能培训师，（数据标注师）,"['全职工作', '兼职工作', '标注结果整理', '数据标注', '', '', '', '']",3-8K,本科,邯郸
大数据及人工智能研究工程师,"['数据分析', '数据处理', '国密算法']",10-20K,本科,成都
人工智能研究员（数字化转型方向）,"['实施工程师/顾问', '售前支持', '技术管理', '项目验收', '', '']",11-20K,硕士,南京
投资分析师（人工智能/AR/VR方向）,['股票研究'],10-15K,本科,杭州
投资经理（人工智能，新材料等方向）,"['医疗健康', '投行/FA', '投资并购', '股权']",7-12K,本科,杭州
人工智能-图像/视频算法工程师,"['人工智能', 'Python', 'C++', '深度学习算法', '视觉图像算法', '', '', '']",20-40K,硕士,北京
实习生（人工智能/数据分析方向）,"['C/C++', 'Python', 'MATLAB', '数学/统计相关专业', '', '']",4-6K,本科,深圳
职位名称,技能,薪资,学历要求,地区
Python Engineer Python 工程师,"['Python', 'Shell']",15-18K,本科,上海
Python C++开发,"['后端', 'Python', '计算机相关专业']",3-5K,本科,淄博
Python 工程师,"['Python', 'MongoDB', 'MySQL']",5-10K,本科,咸阳
编程 c++ python,"['C++', 'Java', 'Python']",8-12K,本科,深圳
Python 开发工程师,"['NoSQL', '大数据', '搜索引擎技术', 'MySQL', '人工智能']",12-20K,本科,北京
Python 开发工程师,"['后端', 'Python']",15-30K·14薪,本科,长沙
Python Web研发工程师,"['SQL', 'PostgreSQL', 'SQLite', 'Django', 'Flask', 'Tornado']",10-15K·13薪,本科,武汉
Python 工程师,"['Python', 'BI']",8-13K,本科,大连
Python 后端研发,['Python 后端'],5-10K,学历不限,枣庄
Python Web开发工程师,"['Python', 'MySQL', 'MongoDB', '计算机相关专业']",18-25K·13薪,本科,深圳
Python WEB开发,"['Python', 'Redis', 'MySQL', '网络爬虫技术', '搜索引擎技术', '', '']",8-12K,本科,上海
Python 、Java、Go 中级工程师,"['Java', 'Python', 'GO']",15-22K,本科,北京
python 兼职开发,"['Django', 'python', 'mysql', 'api', 'Linux']",14000-15000元/月,学历不限,深圳
高级 Python 工程师,"['Python', '流程自动化', 'RPA']",15-30K·13薪,本科,廊坊
Python web开发工程师,"['后端', '爬虫', '机器学习/算法工程', 'Python', 'TensorFlow', '', '', '', '', '', '', '']",8-13K,本科,深圳
python 图像信号算法工程师,"['Python', 'C++']",10-11K,硕士,大连
Python 后台开发工程师,"['Python', 'C/C++', 'go']",15-25K·13薪,本科,上海
Python 数据科学工程师,"['数据开发', '机器学习/算法工程', 'Python']",30-60K·14薪,本科,北京
python web开发工程师,"['数据结构', 'Flask']",13-17K,大专,深圳
Python 后端研发工程师（实习）,"['搜索引擎技术', 'Linux', 'Django', 'MySQL', '后端', '', '', '', '', '']",200-250元/天,本科,上海
python 数据开发,"['分布式技术', 'Redis', 'NoSQL', 'MongoDB']",200-250元/天,本科,深圳
python 爬虫工程师,"['爬虫', '数据开发', '机器学习/算法工程', 'Python', 'Flask', '', '', '', '']",9-14K,本科,南京
Python Flask Web工程师,"['Java', 'Flask', 'Redis', 'SQL Server']",12-24K,大专,上海
Python 开发工程师（算法工程师）,"['分布式技术', '网络爬虫技术', 'Linux', 'PostgreSQL', 'MySQL', '', '', '']",6-8K,本科,秦皇岛
python 高级开发工程师（居家办公）,"['机器学习/算法工程', 'Python', '英语读写能力良好', 'Klipper', '', '']",12-20K,本科,北京
Python,"['高级软件工程师', '软件工程师', 'Java']",15-16K,本科,金华
Python,"['机器学习工程经验', 'PyTorch', '机器学习/算法工程', '', '', '', '', '']",4-8K,本科,苏州
Python,"['Linux', 'Django', 'Flask']",15-25K·14薪,本科,北京
Python,"['SQL', 'Java']",25-50K,本科,北京
python,"['爬虫', 'Python', 'Java', 'Flask', '计算机相关专业', '讲师']",8-10K,本科,郑州
Python,"['后端', '爬虫', '数据开发', 'Python', 'Java', 'C/C++']",8-12K,学历不限,贵阳
Python,"['网络爬虫技术', 'Scrapy']",6-10K·13薪,本科,南京
Python,"['Python', 'MySQL', 'GIT', 'Linux', '微服务架构']",8-13K·14薪,本科,济南
Python,['Java'],3-7K,大专,运城
Python,"['微服务架构', 'docker ，调度平台', 'Django', 'Flask', 'Python']",13-18K·13薪,大专,北京
Python,['Java'],5-8K,硕士,深圳
Python,"['网络爬虫技术', '分布式技术', '数据结构']",11-12K·13薪,本科,廊坊
Python,"['MySQL', '服务器配置', 'Visual Studio', '网络爬虫技术', '', '', '', '']",5-10K,本科,成都
Python,"['网络爬虫技术', '多线程', '多进程', '计算机软件']",1-2K,大专,西安
Python,"['Java', 'Go', '微服务架构', '分布式技术', 'Redis', 'Jenkins', '', '']",20-23K·15薪,本科,上海
Python,"['Windows', '分布式技术', '网络爬虫技术', '数据结构', '', '', '', '']",4-7K,本科,梅州
Python,"['SQL', '容器技术', 'Linux', '中级软件工程师', '高级软件工程师', '', '', '']",20-21K·13薪,本科,北京
Python,"['后端', 'Python']",15-16K,本科,北京
Python,"['后端开发', '通信', 'Hadoop']",8-12K,本科,上海
Python,"['Python', 'Java', 'Go', 'C++', '后端开发', '云计算']",14-28K,本科,杭州
Python,"['Python', 'Go', 'MySQL', 'Redis', 'Tornado', 'Flask', '后端开发', '']",15-30K·14薪,学历不限,北京
Python,"['爬虫', '数据开发', '机器学习/算法工程', '计算机相关专业', '']",6-7K,本科,武汉
Python,"['Python', '后端开发', 'Hadoop']",7-10K,大专,大连
Python,"['后端', '运维开发', 'Python', 'Shell', '计算机相关专业', '', '']",15-30K·14薪,本科,西安
Python,"['Python', '网络爬虫技术', '人工智能']",4-7K,学历不限,石家庄
Python,"['网络爬虫技术', '网络编程', '软件工程师', '文件管理系统', '', '', '']",15-30K,本科,邯郸
Python,"['Linux', 'Django', 'GIT', 'MongoDB', 'MySQL', '微服务架构', '']",10-15K,本科,北京
Python,"['数据开发', 'Linux', 'MySQL', '计算机相关专业', '后端', '', '', '', '']",15-25K,本科,北京
python,"['后端', 'Python']",250-300元/天,硕士,北京
Python,"['Python', 'Linux', '自动化测试', 'Web应用', 'Django', 'CICD', '', '']",13-23K·13薪,本科,广州
Python,"['Go', '分布式技术', 'Redis', 'NoSQL', 'MongoDB', '架构师']",11-20K,本科,深圳
Python,"['爬虫', '数据开发', 'Python', '计算机相关专业', '服务端开发经验', '', '']",4-6K,本科,曲靖
python,"['后端', 'Python', 'Golang', 'MySQL', 'apache']",11-15K,本科,深圳
Python,"['爬虫', '数据开发', '机器学习/算法工程', 'Python', '', '', '']",3-4K,学历不限,广安
Python,"['后端', 'Python', 'Java', 'PHP', '计算机相关专业', '', '']",3-7K·14薪,本科,成都
Python,"['Python', '测试', 'java', 'c']",11-22K·16薪,本科,成都
Python,"['网络爬虫技术', '分布式技术', '软件工程师', 'Windows', 'Scrapy', '', '']",12-20K,本科,北京
python,"['Python', '计算机相关专业', '全栈开发经验']",6-10K,本科,太原
Python,"['Python', 'ERP', 'odoo']",4-9K,本科,佛山
Python,"['爬虫', '数据开发', '运维开发', 'Python', 'Java']",9-12K,本科,黄石
Python,"['算法基础', '微服务架构', '虚拟机技术', 'Linux', 'PostgreSQL', '', '', '']",15-16K,大专,上海
Python,"['Linux', 'MySQL']",12-15K,本科,北京
Python,"['Python', 'Shell', '分布式技术', '搜索引擎技术', 'Linux', 'Web端', '', '']",13-20K,本科,北京
Python,"['Linux', 'Python']",15-30K,本科,杭州
Python,"['Python', '分布式技术', '搜索引擎技术', 'Web端', 'Redis', '', '', '']",15-30K·15薪,本科,上海
python,['Python'],100-200元/天,大专,洛阳
Python,"['python爬虫', '数据挖掘', '自然语言处理']",11-20K,学历不限,宁波
Python,['Python'],5-10K,本科,苏州
Python,"['Python', '机器学习', '图像算法']",12-20K,本科,北京
Python,"['云计算', 'Python', 'Java', 'C++', '后端开发', 'Linux', '', '']",19-35K,本科,北京
Python,"['Django', 'MySQL', 'MongoDB', 'python']",35-50元/时,本科,石家庄
Python,['python'],3-8K,大专,吉林
python,"['Odoo', 'ERP', 'Python']",10-15K,本科,上海
Python,"['Java', '网络爬虫技术', '多进程', '网络编程', '软件工程师', '']",12-18K,学历不限,西安
Python教师,"['机器学习工程经验', 'C/C++', 'C++', 'C语言', '', '', '']",5-8K,本科,扬州
python讲师,['Python'],8-12K,大专,济南
python老师,"['Python', 'C/C++', '五险一金', '公立学校']",6-8K,大专,成都
python讲师,"['Python', '计算机相关专业']",8-9K,大专,河源
Python,"['SQL', '爬虫工程师', 'Python']",8-13K,学历不限,嘉兴
Python,"['后端', 'Python']",3-6K,大专,西安
Python,"['爬虫工程师', '网络爬虫技术', 'Python', '.NET', 'MVC开发']",5-10K,学历不限,嘉兴
python,"['Go', '数据结构', '架构师', 'GIT']",20-40K,本科,上海
Python,"['爬虫', '数据开发', '机器学习/算法工程', 'Python', 'C/C++', '', '', '']",4-5K,本科,临沂
python,"['爬虫', 'Python']",9-13K·13薪,本科,福州
Python,['网络编程'],4-5K,大专,长治
Python,"['Python', 'Node.js', '后端开发', '多线程', '多进程', '消息队列', '', '']",5-8K·13薪,大专,徐州
Python,['Python'],11-15K,学历不限,北京
python,"['Python', 'C/C++']",3-8K,学历不限,辽阳
Python,"['Python', '网络爬虫技术', 'Linux']",10-11K,本科,北京
Python,"['网络爬虫技术', '分布式技术', '多线程', '架构师', 'Scrapy', '', '', '']",10-15K,学历不限,西安
Python,"['网络编程', '服务器配置', 'Windows', 'MySQL', 'Django', '', '']",10-15K,本科,上海
Python老师,['算法基础'],5-8K,大专,泰安
python兼职,"['python', '兼职教师']",2-7K,学历不限,广州
python编程,"['java爬虫', 'python爬虫', 'Python']",6-10K,本科,北京
Python开发,"['Python', 'SQL']",18-25K,本科,上海
Python讲师,"['网络编程', '网络爬虫技术', '服务器配置', '算法基础']",12-15K·13薪,大专,南昌
python开发,"['机器学习/算法工程', '数据开发', '后端', 'Python', 'Java']",12-16K,本科,南京
python讲师,"['后端', '爬虫', '数据开发', 'Python', 'MySQL', '计算机相关专业', '', '']",5-10K·13薪,本科,天津
Python讲师,"['Java', '数据结构', '算法基础', 'Oracle', 'Windows', '网络编程', '', '']",5-10K,本科,银川
python老师,"['Python', 'C/C++', '计算机相关专业', '机器学习工程经验']",3-6K,大专,邯郸
Python教师,"['Python', 'Java']",7-12K,本科,台州
python,"['Python', 'Django', 'Golang', '数据可视化', 'Node.js', '']",10-15K·13薪,本科,上海
Python,['软件工程师'],5-7K,学历不限,沈阳
Python,"['Scrapy', 'Flask', '网络爬虫技术']",12-15K,本科,北京
Python,"['后端', '爬虫', '数据开发', 'Python']",15-16K,本科,杭州
Python,"['Python', 'Java', 'JavaScript', 'C++']",15-30K·14薪,本科,上海
Python,"['Flask', 'GIT', 'MySQL', 'Redis', 'spark', 'elasticsearch', '', '']",13-20K,本科,厦门
Python,"['Java', '后端开发', '数据库']",10-11K,本科,南京
Python,"['后端开发', 'Python', '数据库']",6-12K,本科,南宁
python,['Python'],10-15K,大专,长沙
Python,['Python'],10-11K,本科,上海
Python,"['C/C++', 'Python', 'Linux']",4-6K,本科,唐山
Python,"['Java', '网络爬虫技术', '多线程', '初级软件工程师', '架构师', '']",3-7K,本科,济南
Python,"['搜索引擎技术', 'Redis', 'Django', 'SQL', 'MySQL', '软件工程师', '', '']",15-30K,本科,北京
Python,"['python', 'openstack', '云计算']",15-30K,本科,西安
Python,"['Python', '计算机相关专业', '爬虫经验']",6-10K·14薪,本科,太原
python,"['MySQL', 'Tornado', '计算机相关专业']",10-15K,本科,北京
Python,"['机器学习', '图像编程', '编程']",4-9K,大专,温州
Python,"['后端', '爬虫', '数据开发', 'Python']",200-300元/天,本科,北京
Python,"['后端', 'Python', 'MySQL', '服务端开发经验', '全栈开发经验']",6-8K,大专,上海
Python,"['python', '爬虫', 'MySQL', '网络爬虫技术', '算法基础', '', '']",3-8K·13薪,本科,厦门
Python,"['Python', '物联网', '智能硬件']",7-9K,大专,上海
Python,"['微服务架构', '分布式技术', 'Linux', 'Redis']",15-20K,本科,上海
python工程师,"['机器学习', '数据挖掘', 'Python']",2-3K,本科,杭州
Python工程师,"['后端开发', 'Python']",12-24K,本科,深圳
Python工程师,"['Python', 'Java', 'C++', 'PHP']",8-12K·13薪,本科,深圳
Python工程师,"['分布式技术', '网络爬虫技术', 'MongoDB']",12-20K,本科,深圳
python工程师,"['爬虫', '数据开发', 'Python', 'MySQL', 'Scrapy', '爬虫经验', '']",8-12K,本科,苏州
python工程师,"['数据开发', 'Python', '计算机相关专业', '全栈开发经验']",7-10K,大专,东莞
Python工程师,"['分布式技术', 'Go', 'Java', '软件工程师']",18-30K·16薪,本科,北京
python工程师,"['Python', 'CSS', 'HTML', 'SQL']",100-150元/天,本科,成都
python工程师,"['后端', 'Python', '计算机相关专业', '爬虫经验']",6-8K,大专,临沂
程序员（python）,"['Linux', 'fortran', 'python']",7-12K,本科,广州
python工程师,"['Python', 'Flask', 'Tornado', '计算机相关专业']",15-20K,本科,吉安
python工程师,"['爬虫', '数据开发', '机器学习/算法工程']",4-5K,本科,长春
python工程师,['Python'],8-9K·13薪,大专,青岛
python工程师,"['容器技术', 'Redis', 'MySQL', 'Django', 'Linux']",11-20K,本科,郑州
Python工程师,"['Java', '分布式技术', '容器技术', 'NoSQL', 'MongoDB', 'Flask', '', '']",12-22K·13薪,本科,深圳
python工程师,"['后端', 'Python', 'pandas', '串口通讯', 'RS-232']",12-13K,本科,杭州
scratch，python讲师,"['Python', 'Python工程师', 'steam教育', 'scratch']",6-10K,大专,深圳
python工程师,"['Python', 'TensorFlow', 'PyTorch', '计算机相关专业', '', '']",20-25K,本科,上海
Python工程师,"['容器技术', '消息队列', '网络编程', 'Django', 'MySQL', '', '', '']",7-12K,本科,哈尔滨
Python后端服务开发,"['网络爬虫技术', '搜索引擎技术', 'Linux', 'Redis', 'NoSQL', '', '', '']",10-15K,学历不限,北京
Python讲师,"['Python', 'C++', 'JavaScript', 'C语言', 'Python工程师', '', '', '']",5-10K·13薪,大专,杭州
Python讲师,"['C/C++', 'C++', '机器学习/算法工程', '计算机相关专业', '', '', '']",5-10K,本科,营口
职位名称,技能,薪资,学历要求,地区
