6838,数据挖掘,"['Python', 'SQL', '数学/统计相关专业']",25-50K,硕士,北京
6839,数据挖掘,"['Python', 'Scala', 'Shell', 'SQL', '深度学习算法', '推荐算法']",22-30K·15薪,硕士,深圳
6840,数据挖掘,"['TensorFlow', 'PyTorch', 'GBDT']",15-20K,硕士,张掖
6841,数据挖掘,"['计算机相关专业', '数学/统计相关专业', '大数据处理经验']",3-5K,大专,宝鸡
6842,数据挖掘工程师,['数据挖掘'],20-40K·14薪,硕士,北京
6843,数据挖掘,"['Python', '机器学习算法', 'Spark', 'Hadoop', 'SQL', '聚类分析']",25-40K·16薪,本科,上海
6844,数据挖掘,"['Python', 'Scala', '深度学习算法', '推荐算法', '机器学习算法']",20-40K·14薪,硕士,北京
6845,数据挖掘,"['Python', '深度学习算法', '机器学习算法', 'Spark', 'Hadoop']",35-40K·14薪,本科,上海
6846,数据挖掘研究员,"['机器学习', 'Spark', '数据建模']",25-50K·14薪,学历不限,北京
6847,数据挖掘工程师,"['Hive', '用户画像/标签体系相关经验', '数据分析']",7-10K·13薪,本科,西安
6848,数据挖掘与分析工程师,"['SQL', '运营商行业', '电信', '联通']",9-14K·14薪,本科,郑州
6849,北京-机器学习/数据挖掘/策略挖掘工程师,"['Python', 'Java', 'C++', '大数据处理经验', '机器学习/NLP经验']",20-40K·16薪,本科,北京
6850,数据挖掘工程师-营销产品,['C++'],16-30K,本科,北京
6851,数据挖掘算法工程师,"['Python', 'Scala', '深度学习算法', 'Spark', 'Hadoop', 'Streaming']",20-35K·16薪,硕士,芜湖
6852,JD - DataScience 数据挖掘工程师,"['SQL', 'Python', '数学/统计相关专业', '大数据处理经验']",15-30K·13薪,本科,杭州
6853,大数据开发工程师（数据挖掘）,"['Hadoop', '数据挖掘', '机器学习']",15-30K,本科,北京
6854,大数据挖掘工程师,"['数据挖掘', '数据仓库', '数据分析', 'ETL', 'Python', 'SQL']",6-11K,本科,洛阳
6855,招财猫招聘挖掘机司机,"['包吃', '挖掘机操作证', '通用型', '中型', '轮式挖掘机']",4-5K,学历不限,吉林
6856,挖掘机设计师,"['设备仪器类', '工程设备/仪器']",8-12K,大专,青岛
6857,二进制漏洞挖掘,"['二进制', '二进制漏洞', 'fuzz']",12-24K·13薪,本科,上海
6858,Web安全工程师（漏洞挖掘方向）,"['漏洞挖掘', '代码审计', 'Python', 'Java', 'PHP', 'C/C++']",11-22K,学历不限,天津
6859,拙政园林招聘挖掘机司机,"['五险', '包吃', '包住', '交通补助', '加班费', '工龄奖']",5-8K,学历不限,淄博
6860,福建道通建设有限公司招聘挖掘机司机,['八小时工作制'],5-10K,学历不限,泉州
6861,数据科学家,"['数据挖掘', '数据分析', 'Python', '大数据', '商业智能']",30-50K·16薪,硕士,北京
6862,数据分析师,"['数据分析', 'Python', 'BI', 'SQL', '数据挖掘', '商业分析']",20-35K·16薪,本科,上海
6863,风险大数据工程师,"['数据挖掘', '数据架构']",20-40K,本科,北京
6864,数据专员,"['数据挖掘', '数据库开发', '数据分析']",6-12K,本科,上海
6865,数据分析,"['数据分析', '数据挖掘']",8-10K·13薪,大专,福州
6866,数据算法总监,"['hadoop', '数据挖掘', '大数据算法']",40-65K,本科,深圳
6867,数据分析师,"['SQL', 'Python', 'Hive', '数学/统计相关专业', '数据分析/挖掘经验']",5-10K,本科,德州
6868,数据分析师,"['ETL', 'Python', 'DBA', 'BI', '数据分析', '数据挖掘', '数据仓库']",9-14K·13薪,本科,上海
6869,数据工程师(爬虫),"['网络爬虫技术', '网络协议', '数据挖掘', 'Python', 'SQL']",15-28K·14薪,本科,北京
6870,中级数据库工程师,"['数据库开发', '数据挖掘', '数据分析', 'SQL']",5-10K·13薪,大专,南通
6871,数据分析师,"['数据分析', 'MySQL', '数据挖掘']",10-16K,本科,上海
6872,数据分析师,"['数据分析', '数据挖掘', '大数据', '人工智能']",9-14K,本科,长沙
6873,数据开发工程师,"['数据仓库', '数据开发', '数据挖掘', '数据分析', 'SQL', 'Python']",15-30K,本科,北京
6874,数据开发工程师,"['数据仓库', '数据库开发', '数据挖掘', 'SQL', 'Java', 'Python']",15-30K,本科,北京
6875,大数据架构师,"['数据架构师', '数据仓库', '数据挖掘', 'ETL', '数据开发']",30-50K·13薪,本科,上海
6876,大数据开发工程师,"['数据仓库', 'Python', 'Java', 'Hive', '分布式技术', '数据挖掘']",20-30K·13薪,本科,上海
6877,遥感解译、数据处理工程师,['数据挖掘'],7-12K,硕士,郑州
6878,数据,"['图片', '文字', '音频', '地图', '视频']",2-4K,高中,内江
6879,数据科学家,"['SQL', 'Python', 'R', '计算机相关专业', '数学/统计相关专业']",18-22K·13薪,本科,上海
6880,数据分析师,"['回归分析', '相关分析', '因子分析', '聚类分析', '非参数检验']",7-10K,本科,石嘴山
6881,高级数据分析专家,"['Python', 'Excel']",20-40K·14薪,本科,长沙
6882,数据分析师,"['Tableau', 'SQL', '数学/统计相关专业']",15-25K,本科,成都
6883,数据开发,"['Java', 'Shell', 'Scala', 'Hadoop', 'MongoDB', 'Spark']",15-30K,本科,上海
6884,数据开发,"['SQL', 'Python', 'Hadoop', 'HIVE', 'Spark', 'Flink', 'Kafka']",30-60K,本科,北京
6885,大数据工程师,"['计算机相关专业', '大数据开发经验']",5-10K,本科,九江
6886,BI数据分析师,"['机器学习建模经验', '因子分析', '数据分析/挖掘经验', '参数检验']",7-12K,本科,海口
6887,数据分析,"['数据处理', '数据分析']",5-6K,本科,北京
6888,数据分析,"['SQL', 'PowerBI']",8-11K,本科,北京
6889,数据标注,"['全职工作', '数据标注', '标框标注', '数据分析能力强']",3-8K,大专,商丘
6890,数据运营,"['大数据', '在线教育', '媒体类产品', '社区类产品', '社交类产品']",3-8K,大专,贵阳
6891,数据标注,"['图片', '文字', '音频', '地图', '视频', '不涉黄涉暴']",3-6K,学历不限,沧州
6892,数据分析经理,['数据能力建设'],18-28K·16薪,本科,北京
6893,数据治理主管,"['Python', 'SQL']",13-18K,本科,南昌
6894,大数据分析师,"['SQL', 'Python', 'SAS', '数学/统计相关专业']",15-16K,博士,惠州
6895,java大数据讲师,"['职业培训师', 'java大数据', 'java']",10-15K·13薪,本科,湘潭
6896,数据标注,"['数据标注', '图片', '视频标注', '标注结果整理', '数据分析能力强']",3-8K,学历不限,日照
6897,数据仓库,"['Spark', 'Hadoop', 'MapReduce', 'HDFS', 'Flink', 'SQL', 'DataX']",20-40K·16薪,本科,杭州
6898,数据标注,['文字'],3-4K,大专,北京
6899,数据运营,"['数据标注', '语音标注', '文本标注']",50-65K,大专,驻马店
6900,数据专员,"['大数据', '人工智能', '企业服务', '平台类产品', '社交类产品']",3-6K,大专,达州
6901,Excel数据工程师,"['Python', '回归分析', '多元统计分析', 'SQL', 'Excel', 'Vlookup']",7-12K,大专,东莞
6902,数据分析工程师,['Python'],10-15K,本科,北京
6903,大数据研究员,"['数据分析/挖掘经验', '遥感图像']",20-30K,硕士,杭州
6904,数据分析员,['SAS'],5-8K·14薪,本科,嘉兴
6905,数据工程师,"['Python', 'Shell', 'Kettle', 'ETL开发经验', 'Linux', 'SQLserver']",8-12K·13薪,本科,广州
6906,数据分析师,"['SQL', 'SPSS']",10-15K,大专,深圳
6907,数据架构师,"['Python', '架构师', '数据仓库', '数据分析', '大数据', '云计算']",30-55K,本科,北京
6908,数据工程师,"['Python', 'SQL', 'Datastage']",12-24K,本科,海口
6909,数据统计员,['Python'],8-13K·13薪,大专,北京
6910,数据仓库,"['SQL', 'Spark', 'Hadoop', 'HIVE', 'Flink', 'Java', 'Scala']",45-60K·15薪,本科,上海
6911,数据产品经理,"['市场调研', '用户研究', '数据分析', '大数据产品', '产品设计']",15-30K,本科,苏州
6912,数据运营,['电商分析'],4-5K,大专,嘉兴
6913,数据主管,['ERP'],4-6K,大专,重庆
6914,数据开发,"['SQL', 'HIVE']",8-12K·13薪,本科,福州
6915,数据文员,"['带薪休假', '周末休息', '员工生日', '团队聚会']",3-5K,大专,荆门
6916,数据标注,"['全职工作', '标注结果抽查', '数据标注', '标注数据分析']",4-5K,大专,南昌
6917,数据记录,['数据记录'],3-8K,学历不限,太原
6918,数据运营,"['运营专员', '游戏平台']",4-8K,中专/中技,济宁
6919,数据专员,"['业务数据分析', '计算机相关专业']",3-6K,高中,茂名
6920,数据分析,"['相关分析', '描述统计']",3-5K,大专,淄博
6921,数据运营,['用户分析'],3-4K,本科,长春
6922,数据分析,"['多元统计分析', '相关分析', '描述统计', '方差分析']",6-11K,学历不限,贵阳
6923,数据分析,"['Excel', 'SQL', 'Tableau', 'Python']",240-300元/天,本科,北京
6924,数据运营,"['业务模式/运营策略优化', '投放数据分析', '营销活动效果分析']",12-18K,大专,北京
6925,数据专员,"['计算机', '数据', '报表开发']",5-9K,大专,湖州
6926,数据采集,"['爬虫工程师', 'Python']",15-16K,本科,南京
6927,数据开发,"['Java', 'Python', 'Shell', '数学/统计相关专业', '数仓建设经验']",10-15K,本科,宁波
6928,数据仓库,"['数学/统计相关专业', '数仓设计/开发经验', '数据建模经验']",3-8K,大专,三明
6929,数据仓库,['数据建模经验'],3-4K,学历不限,安阳
6930,数据运营,"['数据平台搭建经验', '渠道数据分析经验']",3-6K,高中,绍兴
6931,数据分析,"['SQL', 'Python', 'Hive', '数学/统计相关专业', '数据分析/挖掘经验']",10-15K·14薪,硕士,上海
6932,数据开发,"['Python', 'Java', 'ETL开发经验', '大数据开发经验']",15-30K,本科,深圳
6933,数据仓库,"['HIVE', 'Spark', 'Flink', 'DataX']",25-35K,本科,北京
6934,数据专员,['电脑办公自动化客服'],2-3K,高中,安康
6935,数据员,['业务数据分析'],6-7K,学历不限,宁波
6936,数据&java开发工程师,['Java'],20-40K·16薪,本科,杭州
6937,粤语数据标注,"['文字', '音频', '视频']",6-8K,学历不限,东莞
6938,数据库工程师,"['Shell', 'Unix', 'Oracle']",6-10K·13薪,大专,九江
6939,商品数据分析,"['数据分析', '品类运营', '数据运营']",4-6K,大专,苏州
6940,ai数据标注,"['全职工作', '兼职工作', '数据标注', '标注数据分析']",3-5K,学历不限,商丘
6941,数据文员岗,['资料文员'],4-5K,大专,广州
6942,数据建模分析师,"['Python', 'MATLAB', '大数据处理经验', '工业控制相关']",13-20K,硕士,南京
6943,数据仓库,"['数学/统计相关专业', '计算机相关专业']",2-5K,学历不限,徐州
6944,数据运营,['厨电销售库管办公室'],3-8K,中专/中技,东营
6945,数据标注,"['全职工作', '数据标注', '语音标注', '图片标注', '描点标注']",3-5K,学历不限,长沙
6946,数据运营,"['数据分析', '运营专员', '数据运营']",3-5K,大专,临沂
6947,数据开发,"['Java', 'Spark', 'Yarn', 'Kafka', 'Flink', 'SQL', 'Scala', 'Python']",20-40K·15薪,本科,北京
6948,数据处理,"['arcgis', 'mapinfo']",2-3K,中专/中技,成都
6949,大数据分析师,"['Python', 'SQL', 'SAS', 'SPSS', 'R', '金融，银行']",12-24K,硕士,北京
6950,数据开发工程师（高级）,"['SQL', 'Python', 'Spark', 'Hadoop', 'Kafka', 'HIVE', 'Flink']",20-30K·15薪,学历不限,上海
6951,数据库管理员（DBA）,"['Oracle', '数据库管理', 'DBA']",10-15K,本科,合肥
6952,数据产品经理,"['SQL', '数据产品', '市场调研', '产品设计', '数据分析', 'Axure']",15-20K,本科,长沙
6953,数据产品经理,"['SQL', '产品设计', '数据分析', '使用场景分析', '产品/版本迭代']",20-30K·16薪,本科,北京
6954,数据平台总监,"['营销SAAS产品', 'Java', '数据结构']",30-45K,本科,广州
6955,金融法规数据库,"['信息录入', '文字校对', '金融', '法规', '数据库', '金融机构']",7-8K·13薪,大专,上海
6956,数据治理专家,"['Flume', 'Kafka', 'Hadoop', 'Sqoop']",30-60K·16薪,本科,北京
6957,数据项目经理,"['企业内部技术项目管理', '管理相关专业', '软件研发经验']",4-9K,学历不限,日照
6958,数据审核专员,['数据'],4-5K,大专,厦门
6959,数据质控师,"['SQL', '数据治理', '金融知识']",10-15K,本科,上海
6960,数据分析工程师,"['SQL', 'Python', '计算机相关专业', '数学/统计相关专业']",7-11K,大专,深圳
6961,数据分析师,"['Python', 'SQL']",12-18K·15薪,本科,北京
6962,数据产品(J13287),"['搜索产品', '市场调研', '产品设计', 'Axure']",16-30K·14薪,本科,杭州
6963,Java大数据后端开发,"['Java', '后端开发', '大数据']",25-50K,本科,北京
6964,高级大数据产品经理,"['SQL', '大数据产品', '需求分析', '产品设计', '用户研究']",25-30K·13薪,本科,北京
6965,数据库讲师,['Oracle'],10-15K,本科,济南
6966,数据统计员,['数据统计'],3-5K,大专,长沙
6967,数据统计员,['数据结构'],3-4K,大专,漳州
6968,数据统计员,['全职'],2-3K,学历不限,沈阳
6969,数据统计员,['数据处理'],3-5K,大专,仙桃
6970,数据统计员,['大数据'],3-4K,学历不限,潮州
6971,大数据工程师,"['机器学习工程经验', 'Java', '大数据处理经验', 'spark']",16-25K·13薪,本科,西安
6972,客户数据管理4000,['数据'],4-5K,学历不限,昆明
6973,技术支持电子数据,"['信息安全', '电子数据', '数据恢复', '数据分析', 'SQL', 'Python']",4-8K,大专,长沙
6974,数据安全工程师,['数据安全'],12-18K·13薪,本科,杭州
6975,数据分析师,"['Python', 'SQL', 'SAS', 'R']",20-40K,本科,北京
6976,数据安全工程师,['数据安全'],6-11K,本科,昆明
6977,数据分析工程师,"['数据分析', 'Excel', 'SQL', 'Python']",7-10K·15薪,本科,天津
6978,数据分析师,"['数据分析', '地图数据']",6-10K,大专,北京
6979,数据分析师,"['Excel', 'Tableau', 'SQL']",9-10K,本科,上海
6980,大数据工程师,"['Python', 'Java', '分布式技术', '微服务架构', '消息队列']",11-22K,本科,大连
6981,数据采集工程师,"['网络爬虫技术', 'Python', 'aop', 'CSS', 'scrapy', 'webmagic']",10-15K,本科,深圳
6982,数据标注员,['文员数据标注'],2-5K,学历不限,佳木斯
6983,大数据实施实习生,"['计算机相关专业', '熟练掌握SQL语句', '可适应出差']",150-200元/天,本科,石家庄
6984,数据信息员,['数据分析'],5-6K,大专,哈尔滨
6985,大模型数据算法实习生,"['Python', '深度学习经验']",7-8K,本科,北京
6986,数据标注,"['数据标注', '文本标注', '23D融合连续帧', '全职工作', '标框标注']",3-7K,大专,太原
6987,数据员,"['财务管理', '财务分析', '会计']",4-5K,大专,湛江
6988,职位名称,['技能'],薪资,学历要求,地区
6989,AI 人工智能 机器学习 开发工程师,"['机器学习', 'AI', '人工智能', '开发', 'Python', 'Java', '算法']",20-40K·14薪,本科,深圳
6990,AI人工智能顾问,['人工智能'],15-20K,硕士,北京
6991,ai人工智能工程师,"['Python', 'TensorFlow/PyTorch', 'Java']",50-80K,本科,上海
6992,AI人工智能训练师,"['视频', '地图', '音频', '文字', '图片']",4-8K,学历不限,太原
6993,高端AI人工智能讲师（技术NB可兼职）,"['语音/图像识别', 'Hadoop/Hive/Spark', 'TensorFlow/PyTorch']",30-60K,博士,长沙
6994,AI人工智能算法工程师,"['算法设计', '深度学习算法', '视觉图像算法', 'Python']",25-50K,本科,上海
6995,实习TVC美术设计-AI人工智能方向,"['视觉设计', '平面设计', '三维设计', '人工智能']",150-300元/天,本科,杭州
6996,python开发/机器学习/AI人工智能,"['Python', '人工智能', '机器学习', '数据挖掘', '大数据', '数据分析']",5-7K,大专,衡水
6997,AI人工智能工程师(B0969),"['业务导向', '语音/图像识别', '云计算', 'Python', '计算机相关专业']",30-40K·14薪,本科,北京
6998,AI人工智能开发工程师,"['智能驾驶', '语音/图像识别', 'Python', '计算机相关专业']",11-15K·15薪,硕士,保定
6999,人工智能专家,"['深度学习算法', '视觉图像算法', '数据分析', 'TensorFlow', 'Caffe']",25-50K,本科,无锡
7000,人工智能编程,"['销售经验', '支持远程办公', '小班教学（3-25人）', '人工智能类']",3-6K,大专,葫芦岛
7001,人工智能,"['Java', '汇编语言', '算法基础', '数据结构', '前后端开发']",30-50K,硕士,北京
7002,人工智能工程师,['机器学习算法/工程化经验'],12-20K,本科,成都
7003,人工智能工程师,['Python'],10-15K·13薪,本科,昆明
7004,人工智能编辑实习生,['ai'],150-200元/天,本科,北京
7005,人工智能,"['深度学习算法', '视觉图像算法', '自然语言处理', '语音算法']",13-26K,本科,北京
7006,人工智能,"['图片', '视频', '文字', '音频', '地图']",3-6K,大专,达州
7007,人工智能,"['Java', 'Python', 'C/C++']",6-7K,大专,潍坊
7008,人工智能训练师,"['全职工作', 'AI训练师', '智能运营']",9-14K,大专,合肥
7009,人工智能训练师,"['语音/图像识别', '智能驾驶']",3-7K,学历不限,哈尔滨
7010,人工智能算法专家,"['Python', '深度学习算法', '机器学习算法', '视觉图像算法']",15-30K,硕士,天津
7011,人工智能课程讲师,"['人工智能', '机器学习', '深度学习']",4-8K,学历不限,上海
7012,人工智能教师,"['人工智能教师', '创客课程老师', '机器人课程老师', '编程课程老师']",6-8K,大专,太原
7013,人工智能标注,"['全职工作', '兼职工作', '标注方法优化', '标注结果整理']",3-4K,学历不限,南昌
7014,人工智能算法工程师,"['叶贝斯', '随机森林', 'SVM', '神经网络', '聚类', 'PCA']",2-3K,本科,北京
7015,人工智能研发工程师,"['深度学习算法', 'Java', 'Python']",200-400元/天,硕士,北京
7016,人工智能开发工程师,"['深度学习算法', '自然语言处理', 'TensorFlow', 'PyTorch']",12-18K·13薪,硕士,成都
7017,人工智能算法工程师,"['Python', 'SQL', '深度学习算法', '机器学习算法', 'PyTorch']",10-15K,本科,上海
7018,人工智能讲师,"['Python', 'CNN/RNN/LSTM', 'TensorFlow/PyTorch', '智能驾驶']",12-24K,硕士,长沙
7019,兼职人工智能讲师,"['语音/图像识别', 'TensorFlow/PyTorch', 'Hadoop/Hive/Spark']",5-6K,本科,济宁
7020,人工智能工程师,['Python'],15-16K,本科,福州
7021,人工智能算法工程师岗位,"['搜索/推荐', 'Python', 'Java', 'TensorFlow/PyTorch']",15-20K,学历不限,北京
7022,人工智能fae,"['售前/售后技术支持', '计算机/通信相关专业', '大数据运维经验']",10-15K·14薪,本科,北京
7023,大客户销售-人工智能,"['政府客户', '外企客户', '软件销售', 'IT服务', '人工智能']",15-30K,大专,上海
7024,人工智能机器人,['算法设计'],300-600元/天,本科,北京
7025,Al人工智能标注,"['全职工作', '标注结果整理', '数据标注', '图片标注', '视频标注']",3-8K,中专/中技,西安
7026,人工智能工程师,"['人工智能', '机器学习', '深度学习']",20-40K,本科,深圳
7027,人工智能高端人才,['智能营销/广告'],55-85K·17薪,博士,西安
7028,人工智能方向软件研发,"['人工智能', '深度学习算法', '视觉图像算法', 'Python']",6-10K·13薪,本科,济南
7029,人工智能算法专家,"['无明显侧重', '风控/反欺诈', '智能营销/广告', 'Python']",30-50K·13薪,硕士,北京
7030,人工智能工程师,"['Python', 'C/C++', 'TensorFlow/PyTorch', '计算机相关专业']",15-20K·13薪,硕士,郑州
7031,人工智能训练师,"['全职工作', '标注结果整理', '数据标注', '标注数据分析']",2-4K,学历不限,银川
7032,人工智能课程研发,['人工智能'],7-12K,本科,北京
7033,人工智能训练师,['自然语言处理'],1-6K,学历不限,许昌
7034,人工智能研究员,"['业务导向/研究导向', '语音/图像识别', '智能驾驶', '云计算']",28-45K,博士,上海
7035,人工智能研究员,['OpenCV'],20-40K,硕士,北京
7036,人工智能,"['Python', 'C语言', '机器人']",5-8K,大专,绍兴
7037,人工智能,"['AI标注', '图片拉框', '图片', '文职', '图形识别', '标注', '图片标注']",2-4K,学历不限,衡水
7038,电力人工智能算法工程师2,"['Python', 'TensorFlow/PyTorch', 'CNN/RNN/LSTM']",10-15K·14薪,硕士,北京
7039,人工智能销售,"['企业（ToB）', '电话销售', '会展销售', '面销/陌拜', '电子商务']",5-10K,高中,杭州
7040,人工智能讲师,"['Python', '算法设计', '自然语言处理', '深度学习算法']",10-15K·14薪,本科,成都
7041,人工智能专家,"['算法', '人工智能', '深度学习']",25-40K,本科,北京
7042,人工智能数据专员,"['全职工作', '数据标注', '图片标注', '文本标注', '语音标注']",3-6K,大专,新余
7043,人工智能算法总监,"['Java', 'Python', 'Tensorflow', 'Pytorch', 'SVM', 'Regression']",40-60K,博士,上海
7044,人工智能销售顾问,['K12销售经验'],3-8K,大专,菏泽
7045,人工智能项目助理,"['视觉图像算法', '深度学习算法', '运动控制算法', 'Python']",6-10K,硕士,合肥
7046,人工智能技术总监,['计算机相关专业'],30-55K·14薪,硕士,北京
7047,人工智能产品经理,"['C端产品', 'B端产品', '语义类AI', '视觉类AI', '智能医疗']",20-40K,硕士,上海
7048,人工智能团队经理,['云计算'],20-25K,本科,北京
7049,人工智能训练师,"['图片', '文字', '音频', '地图', '视频']",3-7K,大专,太原
7050,人工智能训练师,"['文本分类', '知识图谱', '智能客服']",10-15K,学历不限,杭州
7051,人工智能训练师,"['计算机相关专业', '图像识别经验']",3-6K,大专,淄博
7052,科研岗（人工智能方向）,"['自然语言处理', '深度学习算法', '机器学习算法', '视觉图像算法']",20-40K·13薪,博士,成都
7053,人工智能高级工程师,"['语音/图像识别', '云计算', 'Java', 'Python', '数学/统计相关专业']",8-12K,硕士,日照
7054,人工智能-NLP工程师（校招）,"['算法设计', '深度学习算法', '文本分类', '知识图谱']",5-8K,硕士,成都
7055,人工智能金融科学家,"['C/C++', '英文读写能力良好', 'R', '机器学习算法/工程化经验']",20-40K·13薪,硕士,天津
7056,人工智能产品助理,['人工智能'],5-10K,大专,东莞
7057,销售经理（人工智能）,"['个人（ToC）', '互联网/科技']",15-20K,本科,绵阳
7058,人工智能图像识别,"['C++', 'Python', '算法设计', '视觉图像算法', '图像处理']",8-12K,本科,天津
7059,人工智能训练师,"['文本分类', '语义角色标注', '句法分析', '数据开发', 'DBA']",4-8K,大专,南昌
7060,人工智能工具链开发工程师,"['Python', '架构师', '全栈开发', '高级软件工程师']",12-20K·14薪,本科,成都
7061,人工智能训练师,"['图片标注', '文本标注', '语音标注']",3-6K,本科,海口
7062,人工智能训练师,"['全职工作', '标注结果抽查', '数据标注', '标注数据分析']",3-8K,本科,海口
7063,人工智能产品经理,['B端产品'],15-20K,本科,北京
7064,资深人工智能工程师,"['业务导向', '语音/图像识别', '生物医疗', 'C/C++']",15-30K,硕士,苏州
7065,算法工程师（人工智能/机器学习）,"['深度学习算法', '自然语言处理', '机器学习算法', 'Python']",26-45K·15薪,硕士,北京
7066,人工智能工程师,"['视觉图像算法', '深度学习算法', '运动控制算法', '算法设计']",15-18K,本科,济南
7067,人工智能工程师,"['Python', '深度学习算法', '视觉图像算法', 'PyTorch', 'TensorFlow']",12-15K·13薪,本科,石家庄
7068,人工智能高级工程师,"['C/C++', 'Python', 'TensorFlow/PyTorch', '图像识别经验']",15-30K,博士,北京
7069,人工智能开发工程师,"['Java', '视觉图像算法', '深度学习算法', 'TensorFlow']",20-40K,本科,上海
7070,人工智能算法工程师,"['算法设计', '深度学习算法', '机器学习算法', '视觉图像算法']",30-40K·15薪,本科,北京
